Al,Au,Co,Cu,Hf,In,Mn,Mo,Nb,Nd,Ni,Pd,Pt,Sc,Ta,Ti,V,Zr,Zn,composition,formula,Alloy System,avg_first_ion_en_divi_voro_coord,avg_first_ion_en,avg_voro_coord,dev_mol_vol,avg_atom_mass,avg_mol_vol,Delta,NiTiHfCu base,a0 (A),a (A),b (A),c (A),beta,Transformation,lambda1_calculated,lambda2_reported,lambda2_calculated,lambda2_combined,lambda3_calculated,lambda1lambda2lambda3,Hysteresis (C),Hysteresis (C) new,Ms (C),Mf (C),As (C),Af (C),Tc (C),Enthalphy AtoM (J/g),Enthalphy MtoA (J/g),Enthalphy avg (J/g),Density_reported(g/cm^3),Enthalphy AtoM (J/cm3),Enthalphy MtoA (J/cm3),Enthalphy avg (J/cm3),Ref 1,Ref 2,Ref 3,Total,Predicted_Lambda2,deformation_direction,deformation_type,LDT_transformation_strain
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.015,2.898,4.108,4.646,97.78,B19prime,0.928483947,0.963,0.963447647,0.963447647,1.117628402,0.999769653,29,29,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,https://doi.org/10.1016/j.pmatsci.2004.10.001,https://doi.org/10.1016/j.actamat.2012.01.025,100,0.972,"[2, -2, -1]",compression,5.335396033
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.015,2.898,4.108,4.646,97.78,B19prime,0.928483947,0.963,0.963447647,0.963447647,1.117628402,0.999769653,29,29,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,https://doi.org/10.1016/j.pmatsci.2004.10.001,https://doi.org/10.1016/j.actamat.2012.01.025,100,0.972,"[8, -8, -1]",tension,10.00494328
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.015,2.898,4.108,4.646,97.78,B19prime,0.928483947,0.963,0.963447647,0.963447647,1.117628402,0.999769653,29,29,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,https://doi.org/10.1016/j.pmatsci.2004.10.001,https://doi.org/10.1016/j.actamat.2012.01.025,100,0.972,"[8, -8, -1]",compression,5.753611573
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.015,2.898,4.108,4.646,97.78,B19prime,0.928483947,0.963,0.963447647,0.963447647,1.117628402,0.999769653,29,29,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,https://doi.org/10.1016/j.pmatsci.2004.10.001,https://doi.org/10.1016/j.actamat.2012.01.025,100,0.972,"[4, -4, 1]",tension,10.81098638
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.015,2.898,4.108,4.646,97.78,B19prime,0.928483947,0.963,0.963447647,0.963447647,1.117628402,0.999769653,29,29,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,https://doi.org/10.1016/j.pmatsci.2004.10.001,https://doi.org/10.1016/j.actamat.2012.01.025,100,0.972,"[4, -4, 1]",compression,5.737460214
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.015,2.898,4.108,4.646,97.78,B19prime,0.928483947,0.963,0.963447647,0.963447647,1.117628402,0.999769653,29,29,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,https://doi.org/10.1016/j.pmatsci.2004.10.001,https://doi.org/10.1016/j.actamat.2012.01.025,100,0.972,"[3, -3, 2]",tension,11.74789606
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.015,2.898,4.108,4.646,97.78,B19prime,0.928483947,0.963,0.963447647,0.963447647,1.117628402,0.999769653,29,29,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,https://doi.org/10.1016/j.pmatsci.2004.10.001,https://doi.org/10.1016/j.actamat.2012.01.025,100,0.972,"[3, -3, 2]",compression,4.868357687
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.015,2.898,4.108,4.646,97.78,B19prime,0.928483947,0.963,0.963447647,0.963447647,1.117628402,0.999769653,29,29,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,https://doi.org/10.1016/j.pmatsci.2004.10.001,https://doi.org/10.1016/j.actamat.2012.01.025,100,0.972,"[8, -8, 3]",tension,11.36555534
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.015,2.898,4.108,4.646,97.78,B19prime,0.928483947,0.963,0.963447647,0.963447647,1.117628402,0.999769653,29,29,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,https://doi.org/10.1016/j.pmatsci.2004.10.001,https://doi.org/10.1016/j.actamat.2012.01.025,100,0.972,"[8, -8, 3]",compression,5.591334873
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.015,2.898,4.108,4.646,97.78,B19prime,0.928483947,0.963,0.963447647,0.963447647,1.117628402,0.999769653,29,29,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,https://doi.org/10.1016/j.pmatsci.2004.10.001,https://doi.org/10.1016/j.actamat.2012.01.025,100,0.972,"[5, -5, 4]",tension,11.57724371
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.015,2.898,4.108,4.646,97.78,B19prime,0.928483947,0.963,0.963447647,0.963447647,1.117628402,0.999769653,29,29,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,https://doi.org/10.1016/j.pmatsci.2004.10.001,https://doi.org/10.1016/j.actamat.2012.01.025,100,0.972,"[5, -5, 4]",compression,4.430069227
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.015,2.898,4.108,4.646,97.78,B19prime,0.928483947,0.963,0.963447647,0.963447647,1.117628402,0.999769653,29,29,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,https://doi.org/10.1016/j.pmatsci.2004.10.001,https://doi.org/10.1016/j.actamat.2012.01.025,100,0.972,"[5, -5, 7]",tension,11.22294316
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.015,2.898,4.108,4.646,97.78,B19prime,0.928483947,0.963,0.963447647,0.963447647,1.117628402,0.999769653,29,29,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,https://doi.org/10.1016/j.pmatsci.2004.10.001,https://doi.org/10.1016/j.actamat.2012.01.025,100,0.972,"[5, -5, 7]",compression,4.495214389
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.015,2.898,4.108,4.646,97.78,B19prime,0.928483947,0.963,0.963447647,0.963447647,1.117628402,0.999769653,29,29,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,https://doi.org/10.1016/j.pmatsci.2004.10.001,https://doi.org/10.1016/j.actamat.2012.01.025,100,0.972,"[2, -2, 5]",tension,9.776749648
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.015,2.898,4.108,4.646,97.78,B19prime,0.928483947,0.963,0.963447647,0.963447647,1.117628402,0.999769653,29,29,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,https://doi.org/10.1016/j.pmatsci.2004.10.001,https://doi.org/10.1016/j.actamat.2012.01.025,100,0.972,"[2, -2, 5]",compression,6.92865347
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[1, 1, 1]",tension,9.835166098
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[1, 1, 1]",compression,3.58043095
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[0, 1, 1]",tension,8.53266874
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[0, 1, 1]",compression,5.15935212
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[1, 1, 2]",tension,9.591930641
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[1, 1, 2]",compression,5.816974393
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[1, 4, 8]",tension,8.472854022
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[1, 4, 8]",compression,6.656563434
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[2, -2, -1]",tension,10.72743169
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[2, -2, -1]",compression,5.022874022
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[8, -8, -1]",tension,9.428833154
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[8, -8, -1]",compression,5.314928168
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[4, -4, 1]",tension,10.09702765
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[4, -4, 1]",compression,5.33724093
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[3, -3, 2]",tension,10.68260441
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[3, -3, 2]",compression,4.614970905
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[8, -8, 3]",tension,10.52678159
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[8, -8, 3]",compression,5.233975318
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[5, -5, 4]",tension,10.4398754
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[5, -5, 4]",compression,4.221098338
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[5, -5, 7]",tension,10.0987537
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[5, -5, 7]",compression,4.151127614
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[2, -2, 5]",tension,8.949809679
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,Ni50.0Ti50.0,Ni1Ti1,NiTi,0.697665,7.23396,10.5,2.025,53.2802,8.615,8.49,FALSE,3.01,2.88,4.12,4.62,96.8,B19prime,0.931065231,0.968,0.967867089,0.967867089,1.107491823,0.998013371,31,31,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100,0.972,"[2, -2, 5]",compression,6.526795574
0,0,0,0,0,0,0,0,0,0,50.7,0,0,0,0,49.3,0,0,0,Ni50.7Ti49.3,Ni507Ti493,NiTi,0.69681079,7.23964176,10.521,2.0246031,53.3559848,8.58665,8.5,FALSE,3.009,2.879,4.614,4.139,96.474,B19prime,0.933062454,,0.972653695,0.972653695,1.104767419,1.002627962,,,,,,,,,,,,,,,https://doi.org/10.1016/j.msea.2003.11.062,,,100,0.971,"[1, 1, 1]",tension,9.508348441
0,0,0,0,0,0,0,0,0,0,50.7,0,0,0,0,49.3,0,0,0,Ni50.7Ti49.3,Ni507Ti493,NiTi,0.69681079,7.23964176,10.521,2.0246031,53.3559848,8.58665,8.5,FALSE,3.009,2.879,4.614,4.139,96.474,B19prime,0.933062454,,0.972653695,0.972653695,1.104767419,1.002627962,,,,,,,,,,,,,,,https://doi.org/10.1016/j.msea.2003.11.062,,,100,0.971,"[1, 1, 1]",compression,3.260322913
0,0,0,0,0,0,0,0,0,0,50.7,0,0,0,0,49.3,0,0,0,Ni50.7Ti49.3,Ni507Ti493,NiTi,0.69681079,7.23964176,10.521,2.0246031,53.3559848,8.58665,8.5,FALSE,3.009,2.879,4.614,4.139,96.474,B19prime,0.933062454,,0.972653695,0.972653695,1.104767419,1.002627962,,,,,,,,,,,,,,,https://doi.org/10.1016/j.msea.2003.11.062,,,100,0.971,"[0, 1, 1]",tension,8.427739727
0,0,0,0,0,0,0,0,0,0,50.7,0,0,0,0,49.3,0,0,0,Ni50.7Ti49.3,Ni507Ti493,NiTi,0.69681079,7.23964176,10.521,2.0246031,53.3559848,8.58665,8.5,FALSE,3.009,2.879,4.614,4.139,96.474,B19prime,0.933062454,,0.972653695,0.972653695,1.104767419,1.002627962,,,,,,,,,,,,,,,https://doi.org/10.1016/j.msea.2003.11.062,,,100,0.971,"[0, 1, 1]",compression,4.84510692
0,0,0,0,0,0,0,0,0,0,50.7,0,0,0,0,49.3,0,0,0,Ni50.7Ti49.3,Ni507Ti493,NiTi,0.69681079,7.23964176,10.521,2.0246031,53.3559848,8.58665,8.5,FALSE,3.009,2.879,4.614,4.139,96.474,B19prime,0.933062454,,0.972653695,0.972653695,1.104767419,1.002627962,,,,,,,,,,,,,,,https://doi.org/10.1016/j.msea.2003.11.062,,,100,0.971,"[1, 1, 2]",tension,9.355837581
0,0,0,0,0,0,0,0,0,0,50.7,0,0,0,0,49.3,0,0,0,Ni50.7Ti49.3,Ni507Ti493,NiTi,0.69681079,7.23964176,10.521,2.0246031,53.3559848,8.58665,8.5,FALSE,3.009,2.879,4.614,4.139,96.474,B19prime,0.933062454,,0.972653695,0.972653695,1.104767419,1.002627962,,,,,,,,,,,,,,,https://doi.org/10.1016/j.msea.2003.11.062,,,100,0.971,"[1, 1, 2]",compression,5.559079119
0,0,0,0,0,0,0,0,0,0,50.7,0,0,0,0,49.3,0,0,0,Ni50.7Ti49.3,Ni507Ti493,NiTi,0.69681079,7.23964176,10.521,2.0246031,53.3559848,8.58665,8.5,FALSE,3.009,2.879,4.614,4.139,96.474,B19prime,0.933062454,,0.972653695,0.972653695,1.104767419,1.002627962,,,,,,,,,,,,,,,https://doi.org/10.1016/j.msea.2003.11.062,,,100,0.971,"[1, 4, 8]",tension,8.364004563
0,0,0,0,0,0,0,0,0,0,50.7,0,0,0,0,49.3,0,0,0,Ni50.7Ti49.3,Ni507Ti493,NiTi,0.69681079,7.23964176,10.521,2.0246031,53.3559848,8.58665,8.5,FALSE,3.009,2.879,4.614,4.139,96.474,B19prime,0.933062454,,0.972653695,0.972653695,1.104767419,1.002627962,,,,,,,,,,,,,,,https://doi.org/10.1016/j.msea.2003.11.062,,,100,0.971,"[1, 4, 8]",compression,6.425337513
0,0,0,0,0,0,0,0,0,0,50.7,0,0,0,0,49.3,0,0,0,Ni50.7Ti49.3,Ni507Ti493,NiTi,0.69681079,7.23964176,10.521,2.0246031,53.3559848,8.58665,8.5,FALSE,3.009,2.879,4.614,4.139,96.474,B19prime,0.933062454,,0.972653695,0.972653695,1.104767419,1.002627962,,,,,,,,,,,,,,,https://doi.org/10.1016/j.msea.2003.11.062,,,100,0.971,"[2, -2, -1]",tension,10.4657705
0,0,0,0,0,0,0,0,0,0,50.7,0,0,0,0,49.3,0,0,0,Ni50.7Ti49.3,Ni507Ti493,NiTi,0.69681079,7.23964176,10.521,2.0246031,53.3559848,8.58665,8.5,FALSE,3.009,2.879,4.614,4.139,96.474,B19prime,0.933062454,,0.972653695,0.972653695,1.104767419,1.002627962,,,,,,,,,,,,,,,https://doi.org/10.1016/j.msea.2003.11.062,,,100,0.971,"[2, -2, -1]",compression,4.687273774
0,0,0,0,0,0,0,0,0,0,50.7,0,0,0,0,49.3,0,0,0,Ni50.7Ti49.3,Ni507Ti493,NiTi,0.69681079,7.23964176,10.521,2.0246031,53.3559848,8.58665,8.5,FALSE,3.009,2.879,4.614,4.139,96.474,B19prime,0.933062454,,0.972653695,0.972653695,1.104767419,1.002627962,,,,,,,,,,,,,,,https://doi.org/10.1016/j.msea.2003.11.062,,,100,0.971,"[8, -8, -1]",tension,9.277547004
0,0,0,0,0,0,0,0,0,0,50.7,0,0,0,0,49.3,0,0,0,Ni50.7Ti49.3,Ni507Ti493,NiTi,0.69681079,7.23964176,10.521,2.0246031,53.3559848,8.58665,8.5,FALSE,3.009,2.879,4.614,4.139,96.474,B19prime,0.933062454,,0.972653695,0.972653695,1.104767419,1.002627962,,,,,,,,,,,,,,,https://doi.org/10.1016/j.msea.2003.11.062,,,100,0.971,"[8, -8, -1]",compression,4.991047715
0,0,0,0,0,0,0,0,0,0,50.7,0,0,0,0,49.3,0,0,0,Ni50.7Ti49.3,Ni507Ti493,NiTi,0.69681079,7.23964176,10.521,2.0246031,53.3559848,8.58665,8.5,FALSE,3.009,2.879,4.614,4.139,96.474,B19prime,0.933062454,,0.972653695,0.972653695,1.104767419,1.002627962,,,,,,,,,,,,,,,https://doi.org/10.1016/j.msea.2003.11.062,,,100,0.971,"[4, -4, 1]",tension,9.903395712
0,0,0,0,0,0,0,0,0,0,50.7,0,0,0,0,49.3,0,0,0,Ni50.7Ti49.3,Ni507Ti493,NiTi,0.69681079,7.23964176,10.521,2.0246031,53.3559848,8.58665,8.5,FALSE,3.009,2.879,4.614,4.139,96.474,B19prime,0.933062454,,0.972653695,0.972653695,1.104767419,1.002627962,,,,,,,,,,,,,,,https://doi.org/10.1016/j.msea.2003.11.062,,,100,0.971,"[4, -4, 1]",compression,5.006542575
0,0,0,0,0,0,0,0,0,0,50.7,0,0,0,0,49.3,0,0,0,Ni50.7Ti49.3,Ni507Ti493,NiTi,0.69681079,7.23964176,10.521,2.0246031,53.3559848,8.58665,8.5,FALSE,3.009,2.879,4.614,4.139,96.474,B19prime,0.933062454,,0.972653695,0.972653695,1.104767419,1.002627962,,,,,,,,,,,,,,,https://doi.org/10.1016/j.msea.2003.11.062,,,100,0.971,"[3, -3, 2]",tension,10.38932691
0,0,0,0,0,0,0,0,0,0,50.7,0,0,0,0,49.3,0,0,0,Ni50.7Ti49.3,Ni507Ti493,NiTi,0.69681079,7.23964176,10.521,2.0246031,53.3559848,8.58665,8.5,FALSE,3.009,2.879,4.614,4.139,96.474,B19prime,0.933062454,,0.972653695,0.972653695,1.104767419,1.002627962,,,,,,,,,,,,,,,https://doi.org/10.1016/j.msea.2003.11.062,,,100,0.971,"[3, -3, 2]",compression,4.281718419
